date,startup,vertical,subvertical,city,investors,round,amount,Year,startup_cleaned
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Round,1.2375,2015,Labstreet
2015-09-19,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Round,0.0,2015,Dailyninja
2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,309.375,2015,Portea medical
2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Round,1.93875,2015,Neotrade analytics
2015-09-21,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Round,0.0,2015,Dishco
2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Round,1.03125,2015,Lafalafa
2015-09-21,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Round,0.0,2015,Connectabank
2015-09-22,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Round,0.0,2015,Villfarm
2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,24.75,2015,Bestdealfinance
2015-09-22,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Round,0.0,2015,Gamexs
2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Round,0.0,2015,The man company
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,6.6,2015,Virtual logic
2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Round,3.3,2015,Furdo
2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,82.5,2015,Loginext
2015-09-22,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Round,2.475,2015,Korra
2015-09-23,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Round,0.0,2015,Credihealth
2015-09-23,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Round,0.0,2015,Amigobulls
2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,9.9,2015,Silverpush
2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.5625,2015,Juggernaut
2015-09-23,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.4375,2015,Innerchef
2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,27.225,2015,Quintype
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Round,3.3,2015,Capabiliti
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.5,2015,Fourth partner energy
2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Round,8.25,2015,Licious
2015-09-25,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Round,0.0,2015,Travelkhana
2015-09-28,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Round,0.0,2015,Quickli
2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,247.5,2015,Ola cabs
2015-09-29,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5610.0,2015,Paytm
2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,825.0,2015,Inmobi
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,297.0,2015,Peppertap
2015-09-29,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Round,0.0,2015,Hugefly
2015-09-29,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Round,0.0,2015,Brigge
2015-09-29,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Round,2.8875,2015,Zakoopi
2015-09-29,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Round,0.0,2015,Loancircle
2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,41.25,2015,Infoworks
2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Round,8.25,2015,Reddoorz
2015-09-30,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Round,0.0,2015,Firsttouch
2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Round,8.25,2015,Eywa media
2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4125.0,2015,Snapdeal
2015-08-01,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Round,3.3,2015,Ressy
2015-08-03,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Round,0.0,2015,Cuelearn
2015-08-03,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,41.25,2015,Connect india
2015-08-03,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Round,0.0,2015,The home salon
2015-08-03,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Round,0.0,2015,Jusride
2015-08-03,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,825.0,2015,Oyorooms
2015-08-03,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Round,0.0,2015,Glowship
2015-08-03,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,79.2,2015,Wizrocket
2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,10.725,2015,Pickingo
2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Round,5.3625,2015,Grex
2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Round,10.725,2015,Letstransport
2015-08-05,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,247.5,2015,Zo rooms
2015-08-05,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,24.75,2015,Doormint
2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Round,4.125,2015,Nightstay
2015-08-05,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Round,0.0,2015,Zocalo
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Round,6.47625,2015,Sunday realty solutions
2015-08-06,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Round,0.0,2015,Klozee
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Round,4.125,2015,Appvigil
2015-08-06,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,742.5,2015,Practo
2015-08-06,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Round,0.0,2015,Loudshout
2015-08-06,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Round,0.0,2015,Wetravelsolo
2015-08-06,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Round,5.775,2015,Ketto
2015-08-06,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,206.25,2015,Ezetap
2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.0,2015,Ndtv ecommerce venture
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Round,5.1975,2015,Carl\\xe2\\x80\\x99s jr
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.125,2015,Easyrewardz
2015-08-07,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0.0,2015,Gibss
2015-08-07,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Round,0.0,2015,Storemore
2015-08-07,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Round,0.0,2015,Iorderfresh
2015-08-10,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4.125,2015,Mytaxiindia
2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Round,0.66,2015,Esadar
2015-08-10,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Round,0.0,2015,Actionable analytics
2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Round,2.0625,2015,Mypoolin
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,132.0,2015,Nearbuy (previously\\xc2\\xa0 groupon india)
2015-08-10,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Round,2.0625,2015,Inkmonk
2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,8.25,2015,Tonetag
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,247.5,2015,Grey orange
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,66.0,2015,Livspace
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Round,13.2,2015,Wow! momo
2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Round,0.825,2015,Raincan
2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,165.0,2015,Allygrow technologies
2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,519.75,2015,Infogain
2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,61.875,2015,Oneassist
2015-08-12,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,412.5,2015,Bigbasket
2015-08-12,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Round,6.3525,2015,Sheroes
2015-08-12,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,20.625,2015,Scripbox
2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Round,4.125,2015,Etaout
2015-08-13,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,206.25,2015,Ifmr holdings
2015-08-13,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Round,0.0,2015,Massblurb
2015-08-13,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,33.0,2015,Agrostar
2015-08-14,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Round,0.825,2015,Voxweb
2015-08-14,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Round,2.02125,2015,Trukky
2015-08-14,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Round,0.0,2015,Vanitycube
2015-08-17,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Round,1.815,2015,Edu4share
2015-08-17,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Round,0.0,2015,Yourstory
2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Round,1.32,2015,Sampurnearth
2015-08-17,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,0.0,2015,Orobind
2015-08-17,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Round,0.0,2015,Fixy
2015-08-17,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Round,0.0,2015,Msm box
2015-08-17,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Round,2.5575,2015,Shadowfax
2015-08-17,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,0.0,2015,Gadgets 360
2015-08-18,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,123.75,2015,Roposo
2015-08-18,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,34.65,2015,Intelligencenode
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Round,8.25,2015,Hyperverge
2015-08-18,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Round,0.0,2015,Twyst
2015-08-18,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.0,2015,Idfy
2015-08-18,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,8.25,2015,Zoojoo
2015-08-19,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Round,0.0,2015,Fashionove
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,19.8,2015,Timesaverz
2015-08-19,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Round,0.0,2015,Envoged
2015-08-19,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,165.0,2015,Mebelkart
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Round,1.287,2015,Labsadvisor
2015-08-20,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Round,4.95,2015,Flatpebble
2015-08-20,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Round,4.95,2015,Bluegape
2015-08-21,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Round,4.125,2015,Epoise
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Round,2.475,2015,Jolly food fellow
2015-08-24,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Round,3.3,2015,Bookmein
2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Round,0.0,2015,Izofy
2015-08-24,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Round,0.0,2015,Rbus
2015-08-25,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.25,2015,Qyk app
2015-08-25,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,24.75,2015,Eazydiner
2015-08-25,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,33.0,2015,Revx
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Round,2.0625,2015,Icustommadeit
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Round,0.825,2015,Pickmylaundry
2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Round,3.3,2015,Belita
2015-08-26,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Round,0.0,2015,Ezysolare
2015-08-26,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Round,4.125,2015,Foodtalkindia
2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Round,0.0,2015,Instasafe
2015-08-27,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Round,0.0,2015,Eazy coach
2015-08-27,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,0.0,2015,Djubo
2015-08-28,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Round,0.0,2015,Betterbutter
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,16.5,2015,Vyomo
2015-08-28,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Round,1.32,2015,Rollmafia
2015-08-29,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Round,0.0,2015,Iamwire
2015-08-31,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Round,2.475,2015,Dropkaffe
2015-08-31,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.0,2015,Reverie
2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.0,2015,Infinite analytics
2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Round,0.0,2015,Parcelled
2015-07-01,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,0.0,2015,Retigence technologies
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Round,8.25,2015,Cloudcherry analytics
2015-07-01,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Round,0.0,2015,Idreamcareer
2015-07-01,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,0.0,2015,Ola cabs
2015-07-01,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,111.375,2015,Nxtgen
2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,495.0,2015,Bankbazaar
2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,41.25,2015,Gozoomo
2015-07-02,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Round,1.32825,2015,Zenatix
2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,53.625,2015,Culturealley
2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,0.0,2015,Goqii
